id,name,description,latitude,longitude,event_date,created_at,updated_at,news_link,glide_number,event_label,aoi_size,active_start_date,active_end_date,firstwatch_link,icon_id,available_in_r3,available_in_commercial
320,Wildfire in New Mexico,"Two lightning-sparked blazes that merged in a mountainous southwestern New Mexico forest are close to becoming the largest wildfire in state history, fire officials said Tuesday.

",33.335118,-108.612556,2012-05-30 15:13:00,2012-05-30 15:26:32.390263,2012-07-31 18:45:11.087728,http://www.cbsnews.com/8301-505245_162-57443477/wildfire-close-to-being-new-mexicos-largest-ever/,"",Orange,16,2012-05-30 15:13:00,2012-06-09 15:13:00,"",5,f,t
319,"Joplin, MO - 1 yr Anniversary","An EF-5 multiple-vortex tornado struck the town of Joplin, Missouri the evening of May 22nd. One of the deadliest tornadoes in U.S. history, at least 141 people were killed with an estimated 2,000 buildings destroyed.",37.060949,-94.530506,2012-05-22 18:37:00,2012-05-22 18:42:51.161313,2012-07-31 18:45:40.999404,"","",Yellow,16,2012-05-22 18:37:00,2012-05-23 18:37:00,"",13,f,t
318,Volcanic Eruption in Guatemala,"On Saturday, Fuego Volcano began erupting lava and ash prompting alerts and flight restrictions in the nation's capital of Guatemala",14.475905,-90.882683,2012-05-22 15:00:00,2012-05-22 15:14:51.879831,2012-07-31 18:45:58.586764,http://www.reuters.com/article/2012/05/19/guatemala-volcano-idUSL1E8GJ20420120519,"",Yellow,16,2012-05-22 15:00:00,2012-06-06 15:00:00,"",16,f,t
315,"Terrorist Attack in Sanaa, Yemen","More than 90 people have been killed in a suicide bomb attack at a military parade rehearsal in Yemen's capital, Sanaa, defence ministry officials say.

",15.322,44.204,2012-05-21 16:13:00,2012-05-21 16:14:58.570495,2012-07-31 18:48:57.495898,http://www.bbc.co.uk/news/world-middle-east-18142695,"",Orange,16,2012-05-21 16:13:00,2012-05-31 16:13:00,"",15,f,t
288,Concordia Cruise Wreck,"Italian rescuers have found five more bodies inside the stricken cruise ship Concordia, raising the confirmed death toll to 11.

",42.365671,10.921247,2012-01-17 18:02:00,2012-01-17 18:08:33.065815,2012-07-31 19:06:20.719252,http://www.bbc.co.uk/news/world-europe-16598232,"",Yellow,16,2012-01-17 18:02:00,2012-01-27 18:02:00,"",11,f,t
313,Wildfires in Arizona and Colorado,"Wildfires in Arizona and Colorado spread on Tuesday as firefighters faced problems with rugged terrain and, in some areas, wind.
",34.2304,-110.78355,2012-05-17 15:55:00,2012-05-17 16:27:26.614505,2012-07-31 18:49:15.791104,"http://www.latimes.com/news/nation/nationnow/la-na-nn-west-wildfires-20120515,0,6846924.story","",Yellow,16,2012-05-17 15:55:00,2012-05-27 15:55:00,"",5,f,t
312,"Flood in Gansu Province, China",At least 49 people were killed and 23 others were missing as of Saturday after hail and torrential rain hit Northwest China's Gansu province on Thursday.,34.462516,104.069688,2012-05-14 14:19:00,2012-05-14 14:53:02.311826,2012-07-31 18:49:47.702128,http://www.chinadaily.com.cn/china/2012-05/14/content_15280579.htm,"",Yellow,16,2012-05-14 14:19:00,2012-05-29 14:19:00,"",6,f,t
311,Formula One - Spanish GP,"McLaren's Jenson Button beat Red Bull's Sebastian Vettel to set the fastest time in Friday practice at the Spanish Grand Prix. 

",41.569481,2.257776,2012-05-11 14:28:00,2012-05-11 14:37:39.293174,2012-07-31 18:50:08.515244,http://www.bbc.co.uk/sport/0/formula1/18034090,"",Yellow,16,2012-05-11 14:28:00,2012-05-20 14:28:00,"",18,f,t
310,"Terrorist Attack in Damascus, Syria","A terrorist attack with twin suicide car-bomb attacks have killed at least 55 people and wounded 372 in Damascus, Syrian officials say. 

",33.491401,36.321005,2012-05-10 20:03:00,2012-05-10 20:17:34.265259,2012-07-31 18:50:32.958978,http://www.bbc.co.uk/news/world-middle-east-18015935,"",Yellow,16,2012-05-10 20:03:00,2012-05-20 20:03:00,"",15,f,t
309,Floods in Paraguay,"Heavy rain, which began in March, has caused the Pilcomayo river in Paraguay to overflow; resulting in flooding throughout the country. An estimated 13,000 families have been isolated due to the floods.",-21.698664,-57.88413,2012-05-01 17:05:00,2012-05-01 17:10:55.481318,2012-07-31 18:51:06.508442,http://blogs.scientificamerican.com/guest-blog/2012/04/10/a-river-rams-through-it-argentinas-rio-nuevo-portends-problems-to-come-in-south-america/,FL-2012-000056-PRY ,Yellow,16,2012-05-01 17:05:00,2012-05-16 17:05:00,"",6,f,t
308,Tornado in Kansas,"A tornado hit Wichita on Saturday night as a series of storms tore through central Kansas.
",37.608316,-97.296724,2012-04-16 19:28:00,2012-04-16 19:32:39.662698,2012-07-31 18:51:25.905859,"http://www.latimes.com/news/nation/nationnow/la-na-nn-tornado-wichita-20120414,0,2750332.story","",Yellow,16,2012-04-16 19:28:00,2012-04-26 19:28:00,"",13,f,t
307,Earthquake in Indonesia,"A massive earthquake struck off the coast of the Indonesian island of Sumatra Wednesday afternoon, triggering a tsunami watch for the Indian Ocean, which was later canceled.

",5.55,95.316667,2012-04-11 14:33:00,2012-04-11 14:41:20.911718,2012-07-31 18:53:20.292051,http://www.cnn.com/2012/04/11/world/asia/indonesia-earthquake/index.html?hpt=hp_t1,"",Yellow,16,2012-04-11 14:33:00,2012-05-21 14:33:00,"",4,f,t
306,North Korean Launch,"North Korea plans to launch a satellite using a carrier rocket in April, the country's official news agency said Friday, a move that would violate U.N. Security Council demands.

",39.660074,124.70522,2012-04-04 21:24:00,2012-04-04 21:30:17.617674,2012-07-31 18:53:55.682227,http://news.blogs.cnn.com/2012/03/16/north-korea-says-it-plans-satellite-launch-in-april/?iref=allsearch,"",Orange,16,2012-04-04 21:24:00,2012-04-15 21:24:00,"",18,f,t
305,Tornado in Texas,"Rescuers plan to search the Dallas area again Wednesday for anyone trapped after violent tornadoes flattened homes, sucked up tractor-trailers and sent debris swirling in the air.",32.623626,-96.775453,2012-04-04 15:15:00,2012-04-04 15:20:32.417264,2012-07-31 18:54:13.844535,http://www.cnn.com/2012/04/04/us/texas-weather/index.html?hpt=hp_t1,"",Yellow,16,2012-04-04 15:15:00,2012-04-14 15:15:00,"",13,f,t
304,Flood in Fiji,"Severe flooding in the Pacific island nation of Fiji has killed four people and left 800 people seeking shelter in evacuation centers, a government official said Monday.

",-17.756044,177.443619,2012-04-02 15:18:00,2012-04-02 15:21:52.817567,2012-07-31 18:54:33.220094,http://www.cnn.com/2012/04/02/world/asia/fiji-floods/index.html?iref=allsearch,TC-2012-000044-FJI,Yellow,16,2012-04-02 15:18:00,2012-04-17 15:18:00,"",6,f,t
303,"Lower North Fork Fire, Colorado","Authorities have sent out a pre-evacuation notice to 6,500 homes after a spot fire flared up one mile northwest of Waterton Canyon.
",39.4453,-105.2156,2012-03-27 20:22:00,2012-03-27 20:29:40.178268,2012-07-31 18:54:53.182534,http://www.denverpost.com/breakingnews/ci_20264330/colorado-wildfire-no-containment-lower-north-fork-fire,"",Yellow,16,2012-03-27 20:22:00,2012-04-06 20:22:00,"",5,f,t
302,Coup in Mali,"Renegade soldiers in Mali declared Thursday that they have seized power in the West African nation and dissolved public institutions because of the government's handling of an insurgency. 

",12.660605,-8.006716,2012-03-24 21:49:00,2012-03-24 21:55:06.233298,2012-07-31 18:55:39.059543,http://www.cnn.com/2012/03/22/world/africa/mali-coup/index.html,"",Orange,16,2012-03-24 21:49:00,2012-04-03 21:49:00,"",15,f,t
301,Earthquake in Mexico,"A strong earthquake rattled residents in Mexican resort towns and the nation's capital Tuesday, but there were no immediate reports of serious damage or injuries.

",16.662054,-98.188119,2012-03-20 19:58:00,2012-03-20 21:06:26.957415,2012-07-31 18:56:45.0074,http://www.cnn.com/2012/03/20/world/americas/mexico-earthquake/index.html?hpt=hp_t1,"",Yellow,16,2012-03-20 19:58:00,2012-03-30 19:58:00,"",4,f,t
300,"Explosions in Damascus, Syria","Deadly explosions rocked parts of Damascus on Saturday with some of the targets being Syrian government facilities, witnesses and state television reported.

",33.512596,36.289945,2012-03-19 19:58:00,2012-03-19 20:00:09.365154,2012-07-31 18:57:17.881976,http://articles.cnn.com/2012-03-17/middleeast/world_meast_syria-unrest_1_state-tv-reports-raqqa-hama?_s=PM:MIDDLEEAST,"",Yellow,16,2012-03-19 19:58:00,2012-04-03 19:58:00,"",15,f,t
299,Heavy Floods in Ecuador ,"A state of emergency was declared Thursday for five Ecuadorian provinces where floods triggered by winter rains have left 20 people dead and 2,823 displaced.

",-1.885274,-79.620924,2012-03-09 20:35:00,2012-03-09 20:43:14.269805,2012-07-31 18:57:42.942871,http://news.xinhuanet.com/english/world/2012-03/09/c_131456844.htm,"",Yellow,16,2012-03-09 20:35:00,2012-03-19 20:35:00,"",6,f,t
297,US Midsection Tornadoes,"A swarm of tornadoes tore through the U.S. midsection on Friday, splintering homes, damaging a prison, overturning trucks and killing at least four people in the hard-hit state of Indiana, officials said.

",37.724258,-88.537064,2012-03-02 23:36:00,2012-03-03 00:02:11.222387,2012-07-31 18:58:31.010052,http://www.reuters.com/article/2012/03/02/us-usa-tornadoes-idUSTRE81S2AD20120302,"",Orange,16,2012-03-02 23:36:00,2012-04-02 23:36:00,"",13,f,t
383,Senkaku/Diaoyu Islands Dispute,"Two Chinese-government vessels reached waters near the disputed Senkaku islands as Beijing continued directing angry rhetoric at Tokyo, a day after Japan announced plans to purchase three of the islands from private owners.",25.686293,123.496035,2012-09-12 18:19:00,2012-09-12 18:23:11.060027,2012-09-27 21:53:55.918755,http://online.wsj.com/article/SB10000872396390444100404577644563527295118.html,"",Yellow,16,2012-09-12 18:19:00,2012-10-27 18:19:00,"",19,f,t
381,"Yakima Complex Fire, WA","Lightning strikes have sparked more than 100 wildfires in eastern Washington since Sunday.  The Yakima Complex Fire, which includes portions of Yakima and Kittitas Counties, consists of many small fires burning on local, state and federal land. ",47.427961,-120.406278,2012-09-12 17:39:00,2012-09-12 17:43:55.888379,2012-09-28 18:38:55.57119,http://www.masoncountydailynews.com/news/news-page/38931-wa-wildfire-update-noon-911,"",Yellow,16,2012-09-12 17:39:00,2012-09-22 17:39:00,"",5,f,t
181,Midwest Floods - Tell City,Flood,37.926,-86.749,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:12:44.608945,,,,,,,,1,f,t
295,"Flood in El Tarf, Algeria"," The death toll from floods in El Tarf, last Wednesday, rose to three killed. On Friday, the body of a 26-year-old man was swept away, the Civil Defense said.

",36.767148,8.315363,2012-02-28 18:38:00,2012-02-28 18:50:04.074169,2012-07-31 18:59:08.803189,http://www.aps.dz/Floods-in-El-Tarf-Three-killed.html,"",Yellow,16,2012-02-28 18:38:00,2012-03-09 18:38:00,"",6,f,t
292,Flood in Mozambique,"Mozambique struggled with the destruction of a portion of its main national highway, cut-off communications and a reported death toll of 18, according to the nation's National Institute for Natural Disasters.",-25.966667,32.583333,2012-02-06 19:52:00,2012-02-06 19:59:18.274062,2012-07-31 19:00:07.278998,http://www.cnn.com/2012/01/24/world/africa/mozambique-severe-flooding/index.html,FL-2011-000013-MOZ,Yellow,16,2012-02-06 19:52:00,2012-03-01 19:52:00,"",6,f,t
291,Philippines Earthquake ,"At least 15 people have died after a 6.7 magnitude quake struck the central Philippines, according to government officials. 

",10.0312,123.174591,2012-02-06 18:46:00,2012-02-06 18:50:06.39752,2012-07-31 19:00:30.262729,http://www.bbc.co.uk/news/world-asia-16901385,EQ-2012-000018-PHL,Yellow,16,2012-02-06 18:46:00,2012-02-21 18:46:00,"",4,f,t
290,"One-Year Anniversary of Tahrir Square Protests in Cairo, Egypt  ","Thousands of Egyptians are holding a rally in Cairo's Tahrir Square marking the first anniversary of the uprising which toppled President Hosni Mubarak.

",30.044422,31.235696,2012-01-25 18:58:00,2012-01-25 19:01:01.991891,2012-07-31 19:01:02.214166,http://www.bbc.co.uk/news/world-middle-east-16711302,"",Yellow,16,2012-01-25 18:58:00,2012-02-04 18:58:00,"",7,f,t
289,"Boko Haram Bombing in Kano, Nigeria","Co-ordinated attacks by Islamist militants in the northern Nigerian city of Kano on Friday killed at least 160 people.
",11.998,8.522419,2012-01-23 16:20:00,2012-01-23 17:32:31.420657,2012-07-31 19:04:20.545978,http://www.bbc.co.uk/news/world-africa-16672310#story_continues_1,"",Orange,16,2012-01-23 16:20:00,2012-01-24 16:20:00,"",15,f,t
284,Syria Protests,"The Syrian authorities have responded to widespread anti-government protests with overwhelming military force. The protests pose the greatest challenge to four decades of Assad family rule in the country.

",34.724102,36.710837,2011-12-06 17:47:00,2011-12-06 17:57:25.611551,2012-07-31 19:07:54.09268,http://www.bbc.co.uk/news/world-middle-east-16044458,"",Yellow,16,2011-12-06 17:47:00,2012-01-05 17:47:00,"",9,f,t
282,"Protests in Cairo, Egypt",Clashes have again erupted in the Egyptian capital as security forces continue their efforts to clear Cairo's Tahrir Square of protesters. At least 20 people are reported to have died since the violence began on Saturday with hundreds more injured.,30.058056,31.228889,2011-11-21 17:33:00,2011-11-21 17:35:46.169433,2012-07-31 19:08:21.123776,http://www.bbc.co.uk/news/world-middle-east-15814035,"",Yellow,16,2011-11-21 17:33:00,2011-12-01 17:33:00,"",9,f,t
281,"Fire in Reno, Nevada","Thousands of northern Nevadans fled their homes as a massive and sudden wildfire raged out of control on Friday, consuming Sierra Nevada foothills and spreading down to the valley floor. 

",39.478009,-119.869487,2011-11-18 21:47:00,2011-11-18 21:54:09.352978,2012-07-31 19:08:43.007984,http://www.msnbc.msn.com/id/45354176/ns/weather/,WF-2011-000175-USA,Orange,16,2011-11-18 21:47:00,2011-11-29 21:47:00,"",5,f,t
280,Dubai Airshow 2011,"Aircraft orders over $47 billion have been booked at the Dubai Airport Expo, the largest event of its kind in the Middle East. More than 1,000 companies from 50 countries have converged on Dubai's International Airport this week for the exhibition. ",25.252,55.3665,2011-11-16 17:28:00,2011-11-16 17:44:31.433819,2012-07-31 19:09:20.684451,http://www.bbc.co.uk/news/business-15164597,"",Yellow,16,2011-11-16 17:28:00,2011-12-18 17:28:00,"",2,f,t
286,Flooding in Brazil,Heavy rains have caused flooding and landslides in the states of Minas Gerais and Rio de Janeiro.,-21.757037,-41.237328,2012-01-09 20:52:00,2012-01-09 21:22:04.757904,2012-09-17 16:15:53.1639,http://www.bbc.co.uk/news/world-latin-america-16420098,FL-2012-000003-BRA,Yellow,16,2012-01-09 20:52:00,2012-02-01 20:52:00,"",6,f,t
317,Earthquake in Italy,"Thousands of people left homeless by a powerful earthquake in northern Italy have spent the night in shelters as aftershocks continue to hit the region. 

",45.0111,11.275,2012-05-21 18:56:00,2012-05-21 19:05:27.700346,2012-09-12 22:11:26.737929,http://www.bbc.co.uk/news/world-europe-18140543,EQ-2012-000080-ITA,Yellow,16,2012-05-21 18:56:00,2012-05-31 18:56:00,"",4,f,t
279,The Hajj,"An estimated 2.5 million people will make the annual Islamic pilgrimage to Mecca, Saudi Arabia. It is a religious duty for every Muslim who is able to make the pilgrimage once in their life.",21.423,39.826,2011-11-02 22:20:00,2011-11-02 22:31:45.455637,2012-09-11 18:15:46.856333,http://www.google.com/hostednews/afp/article/ALeqM5gsre6tLJAkMFwePRNSAlszY2aqIQ?docId=CNG.b8acfbc8dffcbd340e12dc8e0f2b4923.691,"",Yellow,16,2011-11-10 23:32:00,2011-12-10 23:32:00,"",18,f,t
316,"Champions League Final - Munich, Germany",Chelsea stunned Bayern Munich in a dramatic penalty shoot-out at the Allianz Arena to win the Champions League for the first time. ,48.218918,11.624522,2012-05-21 16:19:00,2012-05-21 16:24:21.940325,2012-12-03 19:06:56.239119,http://www.bbc.co.uk/sport/0/football/18044385,"",Yellow,16,2012-05-21 16:19:00,2012-05-31 16:19:00,"",18,f,t
371,Tropical Cyclone Bolaven,"Typhoon Bolaven killed at least eight people as it lashed the Korean peninsula with strong winds and heavy rain, capsizing fishing boats and grounding aircraft.",37.562656,126.975356,2012-08-28 19:54:00,2012-08-28 19:57:50.815988,2012-08-28 19:57:50.815988,http://blogs.wsj.com/korearealtime/2012/08/28/typhoon-bolaven-hits-korean-peninsula/,"",Yellow,25,2012-08-28 19:54:00,2012-09-27 19:54:00,"",8,f,t
278,Peru Earthquake,On October 28th a 6.9 magnitude earthquake struck Ica Province in Peru. The provincial capital was most affected with more than 100 buildings destroyed. ,-14.0642,-75.7444,2011-10-31 20:41:00,2011-10-31 20:47:35.125324,2012-07-31 22:14:31.763922,http://global.christianpost.com/news/peru-earthquake-2011-earthquake-destroys-134-homes-damages-18th-century-cathedral-59825/,"",Yellow,16,2012-07-31 22:14:00,2012-08-30 22:14:00,"",4,f,t
277,Kenyan Incursion into Somlia,"Kenyan troops have moved into Somalia in an attempt to contain violence along its border. Recent kidnappings of aid workers and tourists have been linked to al-Shabaab, reportedly operating from the town of Afmadow.",0.513,42.07402,2011-10-28 18:02:00,2011-10-28 18:08:49.161614,2012-07-31 22:15:13.706883,http://www.bbc.co.uk/news/world-africa-15349597,"",Yellow,16,2012-07-31 22:14:00,2012-08-30 22:14:00,"",19,f,t
415,Tropical Cyclone Evan,"Tropical Cyclone Evan passed over Samoa, Wallis, and Futuna between December 13th and 16th 2012. Most of the damage caused was to infrastructure, roads, and crops.  Relief efforts are underway.",-13.292,-176.203,2012-12-17 16:51:00,2012-12-17 16:57:43.628576,2012-12-17 17:08:17.873828,http://www.disasterscharter.org/web/charter/home,"",Yellow,16,2012-12-17 16:51:00,2013-01-06 16:51:00,"",8,f,t
276,Hudson Volcano,The Chilean government has issued a red alert for residents living within 40km of Cerro Hudson. It last erupted in 1991 causing millions of dollars in damage.,-45.8998,-72.9701,2011-10-28 17:21:00,2011-10-28 18:02:41.028395,2012-07-31 22:15:44.773007,http://www.foxnews.com/world/2011/10/28/ash-cloud-rises-above-restive-chilean-volcano/,"",Yellow,16,2012-07-31 22:15:00,2012-08-30 22:15:00,"",16,f,t
275,Turkey Earthquake, At least 230 are dead and 1300 are injured after earthquake after a 7.2- magnitude earthquake devastated parts of eastern Turkey.,38.510833,43.375159,2011-10-24 16:16:00,2011-10-24 16:21:29.760217,2012-07-31 22:16:14.262777,http://www.cnn.com/2011/10/24/world/europe/turkey-quake/,"",Orange,16,2012-07-31 22:16:00,2012-08-30 22:16:00,"",4,f,t
269,Flood in Bangkok,"Thailand's capital was braced for unprecedented flooding Wednesday, amid the monsoon rains that have overwhelmed much of the country ",13.752222,100.493889,2011-10-12 17:59:00,2011-10-12 18:00:40.970469,2012-07-31 22:17:14.192861,http://www.cnn.com/2011/10/12/world/asia/thailand-floods/index.html?iref=storysearch,"",Orange,16,2012-07-31 22:17:00,2012-08-30 22:17:00,"",6,f,t
268,"Rena Oil Spill, New Zealand","Officials say 350 tonnes of oil may have leaked from the 775ft (236m) Rena, which ran aground on the Astrolabe Reef off the port of Tauranga on Wednesday.

",-37.540619,176.4292,2011-10-11 21:43:00,2011-10-11 22:08:05.703445,2012-07-31 22:17:44.192425,http://www.bbc.co.uk/news/world-asia-pacific-15251319,"",Yellow,16,2012-01-12 20:55:00,2012-02-11 20:55:00,"",20,f,t
267,"Flood in el-Bayadh, Algeria","Torrential rains have caused flooding in el-Bayadh, Algeria. At least a dozen people have been killed and hundreds of homes have been destroyed.",33.683,1.0202,2011-10-06 16:09:00,2011-10-06 16:12:16.322868,2012-07-31 22:18:08.08102,http://www.washingtonpost.com/world/africa/algeria-floods-kill-10-2-missing-hundreds-of-homes-affected/2011/10/02/gIQAaBPzFL_story.html,"",Yellow,16,2012-07-31 22:17:00,2012-08-30 22:17:00,"",6,f,t
266,Chemical Plant Fire - Texas,"A fire at a Magnablend chemical plant on Monday Oct. 3rd, forced the evacuation of nearby schools and residences. The plant was destroyed, but there were no casualties. ",32.4221,-96.8552,2011-10-06 15:36:00,2011-10-06 15:45:50.531357,2012-07-31 22:18:26.863522,http://www.star-telegram.com/2011/10/04/3419995/electrical-spark-may-have-touched.html,"",Yellow,16,2012-07-31 22:18:00,2012-08-30 22:18:00,"",20,f,t
370,Flooding in Niger,"At least 44 people have been killed and thousands more made homeless after heavy floods caused the Niger River to overflow earlier this week, flooding parts of the capital Niamey and other areas",13.516176,2.104874,2012-08-28 19:19:00,2012-08-28 19:20:36.299249,2012-08-28 19:20:36.299249,http://www.iol.co.za/news/africa/niger-floods-claim-44-lives-1.1369484,"",Yellow,16,2012-08-28 19:19:00,2012-09-07 19:19:00,"",6,f,t
265,Suicide Car Bomb in Mogadishu,"A huge suicide attack near government buildings in the Somali capital, Mogadishu, kills at least 70 people and injures many more, local officials say.
",2.031616,45.310686,2011-10-04 18:20:00,2011-10-04 18:28:50.600921,2012-07-31 22:19:11.324409,http://www.bbc.co.uk/news/world-africa-15166107,"",Yellow,16,2012-07-31 22:18:00,2012-08-30 22:18:00,"",15,f,t
264,Ethnic Clash in North Kosovo,Several people have been injured in a clash between ethnic Serbs and Nato peacekeepers in the north of Kosovo.,42.880972,20.867189,2011-10-04 18:16:00,2011-10-04 18:19:44.082968,2012-07-31 22:19:39.549335,http://www.bbc.co.uk/news/world-europe-15082675,"",Yellow,16,2012-07-31 22:19:00,2012-08-30 22:19:00,"",15,f,t
263,Typhoon Nesat,"Powerful typhoon Nesat made landfall in the Philippines, causing severe floods in Manila. The death toll rose to 18 with 35 still missing after heavy rain and powerful winds triggered storm surges.",14.583333,120.966667,2011-09-28 17:53:00,2011-09-28 18:00:13.100227,2012-07-31 22:20:43.916553,http://www.bbc.co.uk/news/world-asia-pacific-15086050,"",Yellow,16,2012-07-31 22:20:00,2012-08-30 22:20:00,"",8,f,t
262,Pakistan Flooding,"For the second year in a row, Sindh province has been devastated by monsoonal flooding. An estimated 8 million people are affected.",25.893,68.524,2011-09-22 18:14:00,2011-09-22 18:18:49.577259,2012-07-31 22:23:54.752392,http://www.bbc.co.uk/news/world-south-asia-15015765,"",Yellow,16,2012-07-31 22:23:00,2012-08-30 22:23:00,"",6,f,t
270,Flood in Cambodia,"Flooding in Cambodia has killed over 200 people since early September. Thousands of people have evacuated as the increasing flood situation has caused massive damage.
",11.512,104.919,2011-10-12 22:08:00,2011-10-12 22:11:24.24741,2012-09-11 18:34:37.250548,http://www.bbc.co.uk/news/world-asia-pacific-15246653,"",Yellow,16,2012-07-31 22:16:00,2012-08-30 22:16:00,"",6,f,t
261,Yemen Protests,Dozens of protesters have been killed in the last few days. Reports out of Sana'a suggest that governments forces are shooting and shelling protest camps. Violence has erupted around the country.,15.3648,44.1893,2011-09-20 17:08:00,2011-09-20 17:16:15.232066,2012-07-31 22:24:32.725794,"http://www.latimes.com/news/nationworld/world/la-fg-yemen-protests-20110920,0,4139282.story","",Yellow,16,2012-07-31 22:24:00,2012-08-30 22:24:00,"",15,f,t
260,Indian State of Sikkim Earthquake,At least 11 people -- six in India and five in Nepal -- died when a magnitude-6.9 earthquake struck the northern Indian state of Sikkim near the border between the two nations Sunday night,26.957404,88.559205,2011-09-19 22:58:00,2011-09-18 23:05:37.832772,2012-07-31 22:24:53.706189,http://www.cnn.com/2011/WORLD/asiapcf/09/18/india.earthquake/,"",Yellow,16,2012-07-31 22:24:00,2012-08-30 22:24:00,"",4,f,t
259,Nairobi Pipeline Explosion,At least 75 people have been killed and more than a 100 injured in the slums surrounding the Lunga Lunga industrial area following a gas pipeline explosion.,-1.304,36.872,2011-09-12 16:50:00,2011-09-12 16:57:34.371862,2012-07-31 22:25:15.193988,http://www.bbc.co.uk/news/world-africa-14879401,"",Yellow,16,2012-07-31 22:25:00,2012-08-30 22:25:00,"",20,f,t
258,Transition in Libya,The National Transitional Council has been negotiating with Gaddafi loyalists for their peaceful surrender. ,32.876,13.187,2011-09-08 20:44:00,2011-09-08 22:11:29.574833,2012-07-31 22:25:43.772757,http://www.bbc.co.uk/news/world-africa-14841901,"",Yellow,16,2012-07-31 22:25:00,2012-08-30 22:25:00,"",15,f,t
256,Texas Fires,"More than 1,000 homes have been destroyed by recent fires in Texas and thousands have been evacuated. An estimated 85 fires are now burning.",30.27,-97.759,2011-09-06 16:59:00,2011-09-06 17:03:12.735069,2012-07-31 22:26:08.995674,http://latimesblogs.latimes.com/nationnow/2011/09/texas-wildfires-more-than-1000-homes-lost.html,"",Yellow,16,2012-07-31 22:25:00,2012-08-30 22:25:00,"",5,f,t
257,Typhoon Talas,"At least 50 people are missing and 37 people have been killed by the storm, which made landfall on Shikoku Island, triggering floods and landslides throughout Japan. Talas is currently the most destructive Typhoon since 2004.",34.032176,135.744324,2011-09-03 01:00:00,2011-09-06 18:49:25.468644,2012-07-31 22:26:26.084589,http://www.bbc.co.uk/news/world-asia-pacific-14783904,"",Yellow,16,2012-07-31 22:26:00,2012-08-30 22:26:00,"",8,f,t
439,"Seleka Rebels Seize Capital Bangui, Central African Republic  ","Rebel forces arrived on the outskirts of Bangui on Saturday.  13 South African soldiers were killed defending the capital. Following the takeover, the African Union has suspended CAR and imposed sanctions on Seleka's leaders.",4.394,18.544,2013-03-25 15:49:00,2013-03-25 16:06:29.141174,2013-03-25 16:11:16.532999,http://www.bbc.co.uk/news/world-africa-21923624,"",Yellow,16,2013-03-25 15:49:00,2013-04-05 15:49:00,"",19,f,t
416,Tropical Cyclone Evan over Fiji,Tropical Cyclone Evan hit Fiji on December 17th 2012 as a Category 4 cyclone.  Evan is the largest cyclone to hit Fiji in 20 yrs.  Currently no casualties have been reported.  ,-17.619,177.4509,2012-12-18 16:28:00,2012-12-18 16:39:35.553955,2012-12-18 16:39:35.553955,http://www.bbc.co.uk/news/world-asia-20765061,"",Yellow,13,2012-12-18 16:28:00,2013-01-07 16:28:00,"",8,f,t
405,"Hurricane Sandy storm damage, Haiti","Hurricane Sandy tore through the Caribbean between 26-28 October, leaving a reported 51 dead in Haiti and another 15 missing. The country's housing and terrain are particularly vulnerable to flooding.",18.538078,-72.30132,2012-10-31 18:58:00,2012-10-31 19:00:23.18695,2012-12-18 17:42:53.484285,http://www.disasterscharter.org/web/charter/activation_details?p_r_p_1415474252_assetId=ACT-418,TC-2012-000180-HTI,Orange,16,2012-10-29 18:58:00,2012-11-08 18:58:00,"",8,f,t
255,Flooding in Nigeria,"Over a hundred people have been killed and at least 1,500 people are displaced by torrential rain in the Oyo state capital of Ibadan. Water overflowing a dam washed away settlements.",7.3946,3.9183,2011-09-01 16:22:00,2011-09-01 16:28:44.393237,2012-07-31 22:26:44.640631,http://www.bbc.co.uk/news/world-africa-14735726,"",Yellow,16,2012-07-31 22:26:00,2012-08-30 22:26:00,"",6,f,t
254,Burning Man,"The 25th annual Burning Man Festival kicked off on Monday in the Black Rock desert 100 miles north of Reno. This year's theme is ""Rites of Passage.""",40.7734,-119.2191,2011-08-30 14:59:00,2011-08-30 15:03:50.648491,2012-07-31 22:27:08.846456,http://www.cbsnews.com/8301-31749_162-20099174-10391698.html,"",Yellow,16,2012-07-31 22:26:00,2012-08-30 22:26:00,"",18,f,t
253,Uganda Landslide,Dozens have been killed and dozens are still missing in Bulambuli after a landslide following torrential rains.,1.4333,34.311,2011-08-30 14:39:00,2011-08-30 14:48:47.092792,2012-07-31 22:27:25.404203,http://www.bbc.co.uk/news/world-14707826,"",Yellow,16,2012-07-31 22:27:00,2012-08-30 22:27:00,"",17,f,t
250,Fall of Tripoli,Rebels have entered Tripoli and are fighting Gaddafi loyalists for control of the Libyan capital.,32.879,13.1855,2011-08-22 17:17:00,2011-08-22 17:19:51.506731,2012-07-31 22:28:38.478217,http://www.bbc.co.uk/news/world-africa-14611549,"",Orange,16,2012-07-31 22:28:00,2012-08-30 22:28:00,"",15,f,t
